-484.2176000e-6;1288503296
-461.5424000e-6;1288503296
-438.8672000e-6;1288503296
-416.1920000e-6;1288503296
-393.5104000e-6;1288503296
-370.8352000e-6;1288503296
-348.1600000e-6;1288503296
-325.4848000e-6;1288503296
-302.8096000e-6;1288503296
-280.1344000e-6;1288503296
-257.4592000e-6;1288503296
-234.7840000e-6;1288503296
-212.1088000e-6;858980352
-189.4336000e-6;858980352
-166.7520000e-6;858980352
-144.0768000e-6;858980352
-121.4016000e-6;858980352
-98.7264000e-6;858980352
-76.0512000e-6;858980352
-53.3760000e-6;858980352
-30.7008000e-6;858980352
-8.0256000e-6;858980352
14.6496000e-6;858980352
37.3248000e-6;858980352
60.0064000e-6;858980352
82.6816000e-6;858980352
105.3568000e-6;858980352
128.0320000e-6;858980352
150.7072000e-6;858980352
173.3824000e-6;858980352
196.0576000e-6;858980352
218.7328000e-6;858980352
241.4080000e-6;858980352
264.0832000e-6;858980352
286.7584000e-6;858980352
309.4400000e-6;858980352
332.1152000e-6;858980352
354.7904000e-6;858980352
377.4656000e-6;858980352
400.1408000e-6;858980352
422.8160000e-6;858980352
445.4912000e-6;858980352
468.1664000e-6;858980352
490.8416000e-6;858980352
513.5168000e-6;858980352
536.1984000e-6;858980352
558.8736000e-6;858980352
581.5488000e-6;858980352
604.2240000e-6;858980352
626.8992000e-6;858980352
649.5744000e-6;858980352
672.2496000e-6;858980352
694.9248000e-6;858980352
717.6000000e-6;858980352
740.2752000e-6;858980352
762.9568000e-6;858980352
785.6320000e-6;1288503296
808.3072000e-6;1288503296
830.9824000e-6;1288503296
853.6576000e-6;1288503296
876.3328000e-6;1288503296
899.0080000e-6;1288503296
921.6832000e-6;1288503296
944.3584000e-6;1288503296
967.0336000e-6;1288503296
989.7088000e-6;1288503296
1.0123904e-3;1288503296
1.0350656e-3;1288503296
1.0577408e-3;1288503296
1.0804160e-3;1288503296
1.1030912e-3;1288503296
1.1257664e-3;1288503296
1.1484416e-3;1288503296
1.1711168e-3;1288503296
1.1937920e-3;1288503296
1.2164672e-3;1288503296
1.2391488e-3;1288503296
1.2618240e-3;1288503296
1.2844992e-3;1288503296
1.3071744e-3;1288503296
1.3298496e-3;1288503296
1.3525248e-3;1288503296
1.3752000e-3;1288503296
1.3978752e-3;1288503296
1.4205504e-3;1288503296
1.4432256e-3;1288503296
1.4659008e-3;1288503296
1.4885824e-3;1288503296
1.5112576e-3;1288503296
1.5339328e-3;1288503296
1.5566080e-3;1288503296
1.5792832e-3;1288503296
1.6019584e-3;1288503296
1.6246336e-3;1288503296
1.6473088e-3;1288503296
1.6699840e-3;1288503296
1.6926592e-3;1288503296
1.7153408e-3;1288503296
1.7380160e-3;1288503296
1.7606912e-3;1288503296
1.7833664e-3;858980352
1.8060416e-3;858980352
1.8287168e-3;858980352
1.8513920e-3;858980352
1.8740672e-3;858980352
1.8967424e-3;858980352